order_id,order_value,category,customer_type,customer_order_count,payment_method,delivery_pincode_risk_tier,discount_percent,order_hour,day_of_week,returned_or_disputed
ORD106618,749,apparel,returning,6,UPI,medium,6,12,Sun,0
ORD105856,2562,home,new,0,card,low,67,22,Thu,0
ORD101558,3952,home,returning,4,UPI,low,8,17,Mon,0
ORD103620,11150,home,new,0,COD,medium,16,3,Tue,0
ORD102627,1030,apparel,new,0,card,low,4,20,Wed,0
ORD106582,954,beauty,returning,6,card,medium,6,7,Tue,0
ORD100418,21918,electronics,returning,5,COD,medium,8,9,Fri,1
ORD105608,1209,apparel,returning,5,UPI,medium,1,13,Thu,0
ORD101782,1271,apparel,new,0,card,medium,1,6,Sun,0
ORD103248,309,grocery,returning,7,UPI,medium,39,4,Fri,0
ORD106678,3746,electronics,returning,3,COD,high,5,3,Sun,0
ORD104962,1193,apparel,new,0,COD,medium,1,1,Thu,0
ORD107945,695,apparel,returning,7,netbanking,medium,2,4,Tue,1
ORD100293,18055,electronics,returning,10,UPI,medium,31,21,Thu,0
ORD105848,8699,electronics,new,0,UPI,low,27,19,Tue,0
ORD103647,2134,apparel,returning,7,UPI,low,19,2,Fri,1
ORD107030,20350,electronics,new,0,card,medium,20,0,Sun,1
ORD106587,325,grocery,new,0,COD,medium,20,13,Tue,0
ORD105798,2020,home,returning,11,wallet,low,3,15,Thu,0
ORD107539,761,apparel,returning,8,UPI,low,0,17,Thu,0
ORD101149,837,grocery,returning,6,card,medium,28,3,Sat,0
ORD101755,3450,home,new,0,wallet,medium,22,8,Tue,0
ORD106808,3016,apparel,returning,9,card,medium,24,23,Mon,0
ORD101721,1704,apparel,returning,7,card,low,43,21,Fri,0
ORD106422,4302,home,returning,7,card,low,43,19,Wed,0
ORD106050,1998,apparel,new,0,UPI,medium,19,12,Mon,0
ORD103527,5908,electronics,new,0,card,high,1,16,Sat,1
ORD102571,11549,home,returning,7,UPI,high,17,15,Sun,0
ORD102348,5490,electronics,returning,7,UPI,low,10,6,Fri,0
ORD105709,1746,home,new,0,card,low,7,18,Wed,0
ORD104454,2550,home,new,0,UPI,low,29,4,Sun,1
ORD102312,1427,apparel,returning,8,UPI,medium,5,2,Mon,0
ORD107043,586,apparel,returning,8,COD,medium,6,12,Wed,0
ORD105149,1155,apparel,returning,8,UPI,medium,9,19,Sun,0
ORD106630,4588,home,new,0,UPI,low,31,13,Fri,0
ORD104102,2755,home,new,0,card,medium,17,17,Thu,0
ORD106812,1974,apparel,returning,8,card,medium,9,13,Sun,0
ORD104908,759,beauty,new,0,UPI,medium,5,22,Sat,1
ORD100373,1950,apparel,returning,5,UPI,low,33,12,Mon,0
ORD106279,8548,electronics,returning,9,card,medium,28,21,Wed,0
ORD105783,1463,grocery,returning,10,card,medium,15,3,Sun,0
ORD101867,5075,electronics,returning,3,UPI,low,10,13,Wed,0
ORD104392,11050,home,new,0,card,medium,1,0,Sun,0
ORD105459,8419,electronics,new,0,wallet,low,57,2,Sat,0
ORD101746,648,beauty,new,0,UPI,low,18,20,Sun,0
ORD104786,2864,apparel,returning,10,UPI,low,27,14,Sun,0
ORD104251,14863,electronics,returning,11,card,low,16,9,Sun,0
ORD102288,15869,electronics,new,0,wallet,low,18,3,Mon,0
ORD103033,965,apparel,returning,8,wallet,low,3,6,Thu,0
ORD102638,422,beauty,returning,2,UPI,low,7,21,Sun,0
ORD101393,5264,electronics,returning,8,UPI,medium,4,10,Wed,0
ORD100812,178,grocery,new,0,card,low,80,2,Fri,0
ORD105060,9181,electronics,returning,2,UPI,low,2,2,Tue,0
ORD106110,13357,electronics,returning,5,COD,high,3,16,Mon,0
ORD106364,910,grocery,returning,8,COD,medium,43,0,Mon,0
ORD101720,5271,electronics,returning,9,UPI,low,18,11,Wed,0
ORD104588,2670,home,returning,6,UPI,medium,6,13,Tue,0
ORD103532,1686,apparel,returning,6,UPI,low,31,7,Sat,0
ORD107265,5317,electronics,new,0,COD,low,11,8,Sun,0
ORD100921,2508,beauty,returning,6,wallet,high,1,8,Sat,0
ORD100322,2796,apparel,returning,12,card,high,12,14,Tue,0
ORD107213,3262,home,returning,8,wallet,medium,10,1,Fri,0
ORD106913,605,beauty,new,0,COD,high,7,3,Sat,0
ORD106188,2077,home,new,0,card,medium,11,2,Fri,0
ORD103469,1113,grocery,returning,6,card,medium,23,5,Sun,0
ORD105366,997,apparel,new,0,COD,medium,14,23,Sun,0
ORD104993,3108,apparel,returning,7,card,medium,6,17,Sat,0
ORD100231,2331,apparel,new,0,netbanking,high,6,8,Sun,0
ORD101941,1400,apparel,returning,7,UPI,high,5,7,Fri,0
ORD106880,7606,electronics,returning,6,netbanking,high,36,16,Tue,0
ORD107979,2780,apparel,new,0,COD,low,31,11,Thu,0
ORD101115,26205,electronics,new,0,UPI,low,7,7,Thu,0
ORD106093,2086,home,new,0,UPI,medium,13,5,Wed,1
ORD101467,1751,apparel,new,0,COD,low,11,18,Sun,0
ORD105768,635,apparel,new,0,UPI,medium,0,0,Tue,0
ORD105714,15599,electronics,returning,5,COD,low,13,14,Sun,0
ORD101578,970,grocery,new,0,card,medium,48,5,Sun,0
ORD106958,1764,apparel,returning,10,card,medium,10,3,Tue,0
ORD106861,1000,grocery,new,0,UPI,high,12,13,Sat,0
ORD106202,1229,home,new,0,card,low,13,12,Sat,0
ORD101450,1893,beauty,new,0,UPI,low,12,21,Mon,0
ORD105067,1577,apparel,returning,7,card,low,6,19,Wed,0
ORD103049,1158,apparel,new,0,COD,medium,1,7,Mon,0
ORD107601,830,grocery,new,0,UPI,low,6,4,Fri,0
ORD106128,4118,home,returning,4,netbanking,low,9,14,Fri,0
ORD107824,101,grocery,new,0,wallet,low,3,10,Fri,0
ORD101488,789,grocery,returning,7,card,low,3,2,Mon,0
ORD107278,1891,home,new,0,UPI,low,16,6,Fri,0
ORD105488,5936,apparel,returning,8,netbanking,high,14,9,Mon,0
ORD105274,1084,apparel,returning,12,netbanking,medium,2,20,Thu,0
ORD107827,12329,electronics,new,0,netbanking,low,16,0,Tue,0
ORD105648,2485,apparel,returning,7,card,low,18,2,Fri,0
ORD100265,7143,electronics,new,0,UPI,high,20,11,Sun,0
ORD101451,4325,home,returning,7,card,high,4,18,Fri,0
ORD103608,11573,electronics,returning,11,UPI,low,7,23,Mon,0
ORD104982,1427,apparel,returning,8,UPI,high,2,20,Mon,1
ORD102899,1295,apparel,returning,8,card,low,43,17,Sun,0
ORD107811,3412,home,new,0,UPI,high,3,15,Sun,0
ORD100838,1248,apparel,returning,14,card,low,1,2,Mon,0
ORD100014,2843,apparel,returning,9,wallet,medium,9,2,Sun,0
ORD103918,1579,home,new,0,UPI,low,3,11,Thu,0
ORD104617,4096,home,returning,7,UPI,low,8,12,Tue,0
ORD107376,7291,electronics,returning,6,netbanking,low,40,2,Tue,0
ORD100008,14486,electronics,returning,10,COD,medium,18,7,Wed,0
ORD102905,4183,home,returning,5,card,medium,4,13,Thu,0
ORD102249,1467,apparel,returning,9,UPI,medium,0,0,Tue,0
ORD106034,244,grocery,returning,6,card,medium,29,3,Sat,0
ORD107701,6159,home,new,0,COD,low,30,21,Sun,0
ORD103680,1106,beauty,returning,6,wallet,medium,1,17,Sat,0
ORD100339,1340,grocery,returning,9,netbanking,low,1,3,Mon,0
ORD100121,3596,home,returning,5,netbanking,low,4,15,Thu,0
ORD105458,5731,electronics,new,0,card,medium,11,18,Tue,0
ORD106399,2069,beauty,new,0,UPI,low,2,19,Tue,0
ORD106411,1899,beauty,returning,6,card,low,12,11,Sat,0
ORD101372,844,apparel,returning,7,UPI,low,9,14,Sun,0
ORD100622,713,grocery,returning,5,card,low,21,16,Mon,0
ORD107914,1181,grocery,new,0,COD,low,10,16,Mon,0
ORD102499,698,apparel,new,0,card,high,32,22,Tue,0
ORD104328,1039,beauty,returning,7,card,medium,15,8,Tue,0
ORD103720,1283,home,returning,4,COD,low,4,13,Sat,0
ORD104998,1600,apparel,returning,12,card,low,11,18,Wed,0
ORD103143,7909,electronics,returning,12,card,medium,25,3,Fri,0
ORD101410,1264,beauty,new,0,UPI,medium,21,9,Wed,0
ORD104482,639,beauty,new,0,UPI,low,54,20,Sat,0
ORD102821,975,home,new,0,card,medium,8,4,Mon,0
ORD100889,1467,beauty,returning,8,COD,medium,4,14,Mon,0
ORD106252,1369,apparel,returning,4,wallet,low,26,23,Tue,0
ORD107108,823,apparel,returning,8,UPI,high,35,7,Wed,0
ORD107536,2924,home,returning,6,COD,high,12,4,Sat,0
ORD107879,820,grocery,returning,5,UPI,medium,32,8,Fri,0
ORD100196,1157,home,returning,6,netbanking,low,0,3,Mon,0
ORD106438,342,grocery,new,0,UPI,medium,42,16,Thu,0
ORD104055,863,beauty,new,0,card,low,7,20,Fri,0
ORD100415,1491,apparel,new,0,UPI,medium,45,0,Sat,1
ORD103217,13740,electronics,new,0,card,medium,7,22,Tue,0
ORD107212,2314,home,returning,7,COD,low,43,19,Sun,0
ORD104663,11283,electronics,new,0,netbanking,low,10,7,Tue,0
ORD100432,1304,beauty,new,0,COD,low,48,8,Wed,0
ORD106192,12527,electronics,returning,7,netbanking,high,2,15,Tue,0
ORD103939,5217,electronics,new,0,card,low,19,12,Sat,0
ORD103454,940,grocery,new,0,COD,medium,8,8,Tue,0
ORD107546,7497,home,new,0,card,low,6,3,Tue,0
ORD103734,10584,electronics,returning,6,netbanking,medium,24,22,Sun,0
ORD102157,1447,apparel,new,0,netbanking,low,4,8,Wed,0
ORD105430,1192,apparel,returning,8,netbanking,medium,6,7,Fri,0
ORD105628,35250,electronics,new,0,card,medium,12,2,Thu,1
ORD102280,1604,apparel,returning,5,card,low,3,18,Sat,1
ORD106712,2565,apparel,returning,6,wallet,high,2,23,Sun,0
ORD107225,7158,electronics,returning,4,card,medium,34,13,Mon,0
ORD103071,735,grocery,returning,8,card,low,2,17,Tue,0
ORD101195,23866,electronics,returning,6,COD,low,8,7,Wed,1
ORD103481,1150,beauty,returning,13,UPI,medium,21,8,Tue,0
ORD101219,11008,electronics,new,0,UPI,low,9,3,Mon,0
ORD102648,2074,home,returning,11,UPI,low,24,23,Mon,1
ORD102457,8139,electronics,returning,9,UPI,low,14,3,Mon,0
ORD105123,4079,home,returning,5,netbanking,medium,13,8,Wed,0
ORD104325,1940,home,returning,4,wallet,low,16,12,Sun,0
ORD106852,2416,beauty,new,0,card,low,1,10,Fri,0
ORD105357,1362,apparel,new,0,COD,low,19,13,Sat,0
ORD101897,793,apparel,returning,4,UPI,high,7,6,Wed,0
ORD103984,2239,apparel,returning,1,UPI,high,10,19,Tue,0
ORD101706,12631,electronics,new,0,COD,low,6,8,Fri,0
ORD101158,4746,apparel,returning,9,COD,high,6,13,Wed,0
ORD104086,3964,home,new,0,wallet,low,17,8,Fri,0
ORD106286,2507,home,returning,5,UPI,low,28,19,Fri,0
ORD104373,15059,electronics,returning,9,netbanking,low,6,21,Mon,0
ORD107804,1318,apparel,returning,7,card,medium,6,13,Wed,0
ORD104382,5621,apparel,new,0,card,low,23,23,Mon,0
ORD101870,2545,apparel,returning,4,wallet,low,2,8,Tue,0
ORD105814,3103,home,returning,4,UPI,high,8,8,Sat,0
ORD101864,5283,home,new,0,COD,high,14,8,Tue,0
ORD104537,322,grocery,new,0,COD,high,9,18,Tue,0
ORD107443,6443,electronics,new,0,UPI,high,7,8,Thu,0
ORD100904,498,grocery,returning,7,card,low,30,14,Sun,0
ORD107504,2361,home,new,0,card,low,0,8,Mon,0
ORD104830,1463,home,returning,4,card,medium,6,7,Sun,0
ORD101886,7648,electronics,returning,9,card,low,4,14,Sun,0
ORD107802,823,apparel,returning,10,COD,low,34,20,Sun,0
ORD105210,3023,apparel,returning,9,netbanking,medium,32,11,Tue,0
ORD101565,1006,apparel,returning,8,UPI,low,42,2,Sat,0
ORD103795,2781,home,returning,7,UPI,low,12,13,Thu,0
ORD107533,22240,electronics,new,0,UPI,low,15,11,Thu,0
ORD104209,37348,electronics,returning,6,card,medium,7,16,Tue,0
ORD106139,1061,apparel,new,0,netbanking,high,30,13,Tue,0
ORD103221,913,beauty,new,0,COD,low,63,8,Wed,0
ORD103296,473,beauty,new,0,UPI,medium,12,12,Fri,0
ORD102623,196,grocery,new,0,UPI,low,19,19,Tue,0
ORD104561,2605,apparel,new,0,wallet,high,1,17,Sat,1
ORD102399,1835,home,new,0,netbanking,medium,0,14,Sun,0
ORD105257,3155,apparel,returning,8,wallet,high,3,4,Sat,0
ORD102303,4776,apparel,new,0,UPI,low,7,20,Mon,0
ORD105193,12000,home,new,0,UPI,medium,47,1,Fri,1
ORD104302,934,grocery,new,0,card,high,64,15,Sat,0
ORD106153,2687,apparel,new,0,UPI,high,9,1,Sun,0
ORD104615,564,apparel,new,0,UPI,low,11,20,Fri,1
ORD100254,2032,apparel,returning,5,wallet,high,29,21,Wed,0
ORD105281,1592,apparel,returning,6,UPI,low,5,13,Thu,0
ORD101113,599,grocery,returning,5,UPI,medium,9,16,Tue,0
ORD102260,2753,beauty,new,0,UPI,medium,9,1,Tue,1
ORD100221,990,apparel,returning,9,card,low,23,3,Tue,0
ORD100267,19341,electronics,new,0,COD,high,3,10,Tue,1
ORD100107,985,apparel,returning,4,UPI,high,12,15,Sat,0
ORD101226,1756,apparel,new,0,UPI,medium,26,20,Wed,1
ORD105711,1859,home,returning,7,wallet,high,9,4,Sat,0
ORD105570,8102,electronics,new,0,wallet,low,1,8,Fri,0
ORD101512,3685,home,returning,6,card,low,45,9,Thu,0
ORD105035,10964,electronics,new,0,COD,high,4,19,Sun,0
ORD103203,1573,home,returning,5,wallet,low,5,21,Fri,0
ORD104428,946,apparel,new,0,UPI,medium,10,7,Tue,0
ORD104101,5250,home,returning,7,UPI,low,8,0,Sun,0
ORD103693,2991,home,returning,5,card,medium,7,5,Fri,0
ORD107361,1647,beauty,new,0,card,medium,22,0,Fri,0
ORD101210,1605,beauty,new,0,UPI,low,3,10,Wed,0
ORD105307,1545,apparel,new,0,card,low,4,0,Thu,0
ORD102957,12950,electronics,returning,7,COD,low,16,16,Thu,0
ORD105979,765,home,returning,9,netbanking,low,13,5,Fri,0
ORD107753,1227,beauty,new,0,netbanking,low,10,19,Fri,0
ORD105492,1458,apparel,returning,5,card,medium,21,8,Sat,0
ORD100376,1620,grocery,new,0,netbanking,medium,7,1,Sat,0
ORD102115,593,grocery,returning,8,COD,high,3,13,Sun,0
ORD107219,6396,electronics,new,0,card,low,4,14,Fri,0
ORD100755,570,apparel,returning,13,UPI,high,8,16,Thu,0
ORD100291,7031,electronics,returning,7,card,high,23,8,Mon,0
ORD102995,1194,apparel,returning,6,wallet,low,20,22,Sun,0
ORD104058,2345,apparel,new,0,wallet,high,31,5,Thu,1
ORD101543,5798,electronics,new,0,UPI,low,7,12,Mon,0
ORD104160,7298,home,returning,7,card,low,13,3,Mon,0
ORD104925,2162,apparel,returning,10,COD,low,7,17,Tue,0
ORD101201,4318,home,returning,1,COD,high,2,8,Sat,0
ORD107478,2210,apparel,returning,6,COD,medium,38,0,Sat,0
ORD101536,812,beauty,new,0,wallet,high,4,8,Sat,0
ORD107592,1274,beauty,new,0,netbanking,high,10,3,Mon,0
ORD104597,14476,electronics,new,0,COD,low,9,15,Sat,0
ORD100501,574,grocery,returning,8,COD,low,3,14,Sun,0
ORD104679,657,grocery,returning,9,card,medium,36,6,Sat,0
ORD103106,3148,apparel,returning,9,card,low,2,16,Wed,0
ORD102647,1174,beauty,new,0,card,low,24,6,Wed,0
ORD101539,2024,apparel,new,0,UPI,low,6,1,Sat,0
ORD104475,3343,home,returning,4,COD,low,1,12,Mon,0
ORD104709,1857,apparel,returning,3,card,medium,16,11,Sat,0
ORD107406,229,grocery,new,0,card,low,8,12,Sun,0
ORD100672,738,grocery,returning,5,card,medium,21,22,Sat,0
ORD106904,1305,apparel,returning,4,COD,medium,54,10,Wed,0
ORD106672,9118,home,returning,12,UPI,low,15,8,Tue,0
ORD104204,566,beauty,returning,8,COD,medium,20,2,Wed,0
ORD106980,294,grocery,new,0,UPI,low,7,15,Wed,0
ORD107615,3188,beauty,new,0,card,low,9,6,Tue,0
ORD106276,11292,electronics,new,0,UPI,medium,10,1,Sat,0
ORD106820,2175,home,returning,8,UPI,low,39,21,Tue,0
ORD107962,536,beauty,returning,4,UPI,low,6,8,Fri,0
ORD106429,4159,electronics,returning,8,UPI,medium,17,5,Sun,0
ORD107207,5709,electronics,new,0,card,medium,8,12,Thu,0
ORD100216,12699,electronics,returning,8,UPI,low,8,11,Thu,0
ORD104604,831,beauty,returning,8,COD,low,18,1,Sat,1
ORD105425,3945,home,new,0,UPI,low,1,20,Tue,0
ORD100421,8374,electronics,returning,5,card,low,11,13,Mon,1
ORD100505,849,beauty,new,0,UPI,medium,3,4,Tue,0
ORD105316,4167,electronics,new,0,UPI,low,31,21,Mon,0
ORD107115,1740,grocery,new,0,UPI,low,5,1,Wed,0
ORD104458,17934,electronics,returning,5,UPI,low,22,16,Fri,0
ORD103070,20672,electronics,returning,12,UPI,low,2,9,Sun,0
ORD101582,3340,apparel,new,0,COD,low,0,14,Sat,1
ORD100506,6000,apparel,returning,6,UPI,low,26,16,Sun,0
ORD102177,338,beauty,new,0,COD,high,7,19,Sun,0
ORD107685,1337,beauty,new,0,COD,high,3,22,Tue,1
ORD107002,5713,home,new,0,UPI,medium,6,15,Sun,0
ORD104844,2626,apparel,returning,6,UPI,medium,6,21,Sun,0
ORD106478,2394,apparel,new,0,card,low,11,22,Mon,0
ORD107451,1101,apparel,new,0,UPI,low,27,17,Sat,0
ORD101965,10360,electronics,returning,7,UPI,high,2,7,Mon,0
ORD104140,1956,apparel,new,0,wallet,low,54,15,Mon,0
ORD103611,2824,apparel,new,0,COD,low,13,3,Tue,0
ORD104098,828,beauty,new,0,card,low,7,19,Sun,0
ORD103350,15045,electronics,returning,7,wallet,medium,15,3,Wed,0
ORD106468,935,grocery,returning,3,UPI,medium,22,0,Thu,0
ORD105130,826,apparel,returning,5,UPI,high,23,12,Sat,0
ORD102577,610,grocery,returning,6,COD,medium,25,22,Sat,0
ORD100347,4417,apparel,returning,5,UPI,high,6,12,Wed,0
ORD107065,847,beauty,returning,10,UPI,low,8,13,Mon,0
ORD106715,1000,beauty,new,0,COD,low,4,16,Fri,0
ORD100333,791,grocery,returning,13,UPI,low,36,17,Sat,0
ORD104827,1642,apparel,returning,6,card,low,8,15,Sat,0
ORD107955,2809,home,returning,4,COD,low,17,21,Thu,0
ORD103393,3875,electronics,new,0,card,medium,10,0,Sat,1
ORD106590,1082,apparel,returning,12,COD,low,5,16,Wed,0
ORD107001,948,grocery,returning,9,COD,low,10,7,Wed,0
ORD106173,929,apparel,new,0,UPI,high,8,15,Sun,1
ORD103621,1474,apparel,returning,12,card,low,3,11,Mon,0
ORD105520,1310,apparel,returning,8,COD,low,2,23,Fri,0
ORD100746,1251,apparel,returning,8,COD,low,2,4,Thu,0
ORD101563,453,grocery,returning,7,UPI,low,18,12,Fri,0
ORD107922,589,beauty,returning,9,UPI,low,19,8,Mon,0
ORD103307,8743,electronics,returning,13,card,low,14,21,Thu,0
ORD102275,17394,electronics,returning,9,card,medium,37,20,Tue,0
ORD106870,649,beauty,new,0,wallet,medium,11,9,Fri,0
ORD102333,10808,electronics,returning,4,UPI,medium,9,1,Tue,0
ORD105896,8917,electronics,returning,1,UPI,high,13,9,Mon,0
ORD106386,1295,apparel,returning,6,COD,low,26,10,Sat,0
ORD100259,1864,home,returning,9,UPI,low,31,23,Mon,0
ORD107328,1225,apparel,returning,11,COD,low,12,18,Thu,0
ORD105704,1556,home,new,0,UPI,low,14,9,Wed,0
ORD105312,1838,apparel,returning,3,UPI,high,18,14,Fri,0
ORD106787,1157,beauty,returning,7,COD,high,9,14,Mon,0
ORD100380,2945,home,new,0,netbanking,low,7,23,Tue,0
ORD105168,5814,electronics,returning,10,UPI,low,15,5,Sun,0
ORD102569,287,grocery,new,0,UPI,low,2,21,Tue,0
ORD102227,12322,electronics,returning,6,wallet,low,1,13,Wed,0
ORD100599,2167,home,returning,6,UPI,medium,3,4,Sat,0
ORD101844,16179,electronics,returning,9,UPI,low,2,18,Fri,0
ORD100045,1153,beauty,returning,10,card,low,1,2,Mon,0
ORD101652,2381,apparel,returning,9,UPI,low,24,7,Tue,0
ORD105117,701,beauty,returning,10,card,high,2,4,Fri,0
ORD105324,9166,electronics,returning,6,COD,high,2,19,Sun,1
ORD105322,659,grocery,returning,7,card,low,10,4,Thu,0
ORD104381,5751,apparel,new,0,UPI,medium,12,12,Tue,0
ORD107651,1568,apparel,returning,9,netbanking,medium,0,6,Sat,0
ORD102691,505,apparel,returning,5,netbanking,medium,3,15,Mon,0
ORD102310,1961,grocery,new,0,COD,low,28,18,Fri,0
ORD103790,2170,apparel,returning,4,UPI,low,7,13,Wed,0
ORD107018,45000,electronics,returning,7,card,low,18,5,Mon,0
ORD104015,5963,home,new,0,netbanking,low,23,10,Tue,0
ORD106634,595,beauty,returning,6,wallet,low,6,18,Sat,0
ORD105688,1756,beauty,new,0,card,medium,29,17,Sun,0
ORD103360,1824,apparel,returning,5,COD,medium,9,9,Mon,0
ORD106274,18249,electronics,new,0,COD,low,43,17,Wed,0
ORD102851,663,apparel,new,0,card,low,11,8,Sun,0
ORD104446,1369,apparel,returning,8,UPI,low,11,3,Sun,0
ORD105819,1718,apparel,new,0,netbanking,low,1,1,Fri,0
ORD101298,490,beauty,new,0,UPI,medium,28,11,Sun,0
ORD100426,2075,apparel,returning,9,COD,high,3,18,Sun,0
ORD103441,12001,electronics,new,0,card,low,6,17,Sat,0
ORD100805,4915,electronics,new,0,UPI,high,1,0,Sat,0
ORD102273,578,beauty,returning,7,COD,low,21,0,Tue,0
ORD100410,3210,home,new,0,card,high,9,9,Thu,0
ORD106693,1571,beauty,returning,7,wallet,medium,19,5,Sat,0
ORD102462,8350,electronics,returning,10,UPI,medium,10,17,Sun,0
ORD100438,2087,beauty,returning,3,card,low,15,3,Thu,0
ORD107130,1678,apparel,new,0,UPI,medium,26,23,Sat,0
ORD100434,4912,electronics,new,0,wallet,low,1,3,Wed,0
ORD105265,12164,electronics,new,0,UPI,medium,12,20,Sun,0
ORD100751,587,apparel,new,0,card,medium,3,2,Tue,0
ORD101952,1017,beauty,returning,6,card,high,5,17,Sat,0
ORD102133,326,grocery,new,0,card,high,14,0,Tue,0
ORD105013,694,beauty,returning,9,wallet,medium,5,19,Sun,0
ORD103159,1686,apparel,new,0,UPI,medium,32,1,Fri,0
ORD104775,10288,electronics,returning,9,card,medium,4,22,Tue,0
ORD107835,6000,apparel,returning,8,UPI,low,2,23,Sun,0
ORD106475,15713,electronics,new,0,card,low,33,19,Sun,1
ORD100626,551,beauty,returning,7,UPI,medium,10,4,Sat,0
ORD101775,2872,home,new,0,card,high,38,5,Sat,0
ORD103039,3937,home,returning,4,UPI,low,13,16,Sun,0
ORD102178,1582,apparel,returning,6,UPI,medium,7,19,Tue,0
ORD101223,1227,home,returning,9,UPI,high,4,0,Wed,0
ORD100210,774,beauty,returning,15,UPI,low,74,23,Tue,0
ORD106134,1159,apparel,new,0,card,medium,13,11,Tue,0
ORD103961,16824,electronics,new,0,card,medium,10,23,Wed,0
ORD106822,1176,apparel,new,0,card,medium,56,21,Sun,0
ORD100110,1156,apparel,returning,3,UPI,medium,24,14,Tue,0
ORD100051,16899,electronics,returning,5,netbanking,medium,13,11,Tue,0
ORD101499,1109,home,new,0,netbanking,medium,1,13,Sun,0
ORD101109,24437,electronics,new,0,UPI,medium,4,8,Sat,0
ORD101464,3119,home,new,0,COD,low,5,19,Tue,0
ORD107775,1305,apparel,returning,6,card,high,13,1,Thu,0
ORD102036,248,grocery,returning,9,card,high,1,22,Sun,0
ORD100652,3137,home,returning,3,COD,low,7,9,Thu,0
ORD102337,1340,apparel,new,0,UPI,medium,15,22,Fri,0
ORD102726,979,beauty,new,0,card,low,19,22,Sun,0
ORD105597,789,apparel,returning,9,wallet,low,3,14,Sun,0
ORD104774,8094,electronics,returning,7,UPI,medium,31,20,Thu,0
ORD101795,851,apparel,returning,7,wallet,medium,1,19,Sat,0
ORD101702,4447,apparel,returning,8,UPI,low,1,14,Mon,0
ORD106440,792,apparel,returning,10,UPI,low,8,13,Sun,0
ORD102669,526,apparel,new,0,wallet,medium,24,0,Fri,0
ORD104591,777,apparel,returning,4,COD,low,1,1,Fri,0
ORD105157,10366,home,new,0,card,low,51,7,Fri,0
ORD102941,995,apparel,new,0,UPI,low,24,4,Tue,0
ORD106924,1202,apparel,new,0,UPI,low,12,21,Mon,0
ORD106482,498,grocery,returning,11,netbanking,low,52,12,Mon,0
ORD106217,829,beauty,new,0,COD,medium,6,2,Sat,1
ORD106266,12700,electronics,returning,4,UPI,low,33,4,Mon,0
ORD104824,1623,apparel,returning,7,wallet,low,26,4,Thu,0
ORD105876,4790,home,returning,6,card,low,1,15,Sun,0
ORD105965,1246,apparel,new,0,card,medium,14,8,Wed,0
ORD103975,11513,electronics,returning,8,UPI,low,21,10,Thu,0
ORD102510,1271,apparel,new,0,card,high,2,23,Sun,1
ORD102083,17552,electronics,new,0,UPI,low,6,9,Wed,0
ORD101872,296,grocery,new,0,card,low,24,12,Thu,1
ORD105579,679,beauty,new,0,netbanking,high,71,1,Thu,0
ORD104667,2410,apparel,new,0,wallet,medium,11,5,Fri,1
ORD101918,4426,home,new,0,netbanking,high,3,11,Sun,0
ORD107902,1203,grocery,returning,6,netbanking,medium,63,23,Sat,0
ORD103728,618,beauty,returning,6,COD,low,22,17,Thu,0
ORD103836,1309,beauty,new,0,UPI,medium,5,17,Sat,0
ORD106408,2150,home,returning,11,COD,high,5,11,Sat,0
ORD104840,879,grocery,returning,4,COD,low,3,5,Thu,0
ORD106105,648,grocery,new,0,COD,medium,13,9,Thu,0
ORD106483,633,beauty,returning,9,wallet,low,0,19,Sat,0
ORD103209,38674,electronics,returning,5,wallet,medium,11,20,Wed,0
ORD106066,1126,apparel,returning,8,UPI,low,1,18,Tue,1
ORD105561,1336,apparel,returning,8,netbanking,low,18,0,Sun,0
ORD100565,3974,home,new,0,UPI,medium,3,10,Wed,0
ORD102183,8795,electronics,new,0,card,medium,7,10,Thu,0
ORD106412,1504,apparel,new,0,COD,medium,8,13,Fri,0
ORD102034,5642,electronics,new,0,card,low,0,2,Fri,0
ORD100640,472,beauty,returning,8,card,low,20,7,Mon,0
ORD102445,1853,home,returning,10,UPI,low,24,5,Sun,0
ORD102412,1734,apparel,returning,7,COD,low,16,3,Mon,1
ORD104003,883,apparel,new,0,UPI,medium,19,13,Fri,0
ORD100730,1565,apparel,new,0,UPI,low,2,12,Sat,0
ORD105789,1266,apparel,new,0,card,low,80,4,Thu,1
ORD104947,980,beauty,returning,4,UPI,medium,39,9,Sun,0
ORD105296,1050,grocery,returning,9,card,low,12,7,Tue,0
ORD103479,1385,home,returning,7,UPI,low,0,20,Wed,0
ORD102166,390,grocery,returning,9,card,low,7,22,Sun,0
ORD106940,3236,beauty,new,0,wallet,low,15,4,Wed,0
ORD107634,8461,electronics,returning,7,COD,medium,22,18,Mon,0
ORD100325,2925,home,returning,9,card,high,12,12,Sun,0
ORD105021,1438,beauty,returning,8,COD,medium,42,2,Thu,0
ORD105159,1938,apparel,returning,6,netbanking,high,4,13,Mon,0
ORD100290,521,beauty,returning,14,card,medium,4,8,Tue,0
ORD101747,2995,home,returning,5,UPI,low,10,18,Mon,0
ORD103176,1003,grocery,returning,6,UPI,low,4,20,Thu,0
ORD107029,1122,grocery,new,0,card,medium,1,10,Mon,0
ORD102750,877,apparel,new,0,UPI,low,10,22,Sun,0
ORD102372,4592,apparel,returning,4,UPI,high,7,10,Tue,0
ORD104477,1023,apparel,returning,6,UPI,medium,7,0,Fri,0
